,VENDOR_NAME,VENDOR_STATE_PROVINCE,MCC_DESCRIPTION
1374,WW GRAINGER 912,DC,"IndustrialSupplies,NotElsewhereClassified"
1375,WW GRAINGER 912,DC,"IndustrialSupplies,NotElsewhereClassified"
1376,JIMMIE MUSCATELLOS,DC,UniformsandCommercialClothing
1377,WW GRAINGER 897,VA,"IndustrialSupplies,NotElsewhereClassified"
1378,NBF*NATL BIZ FURNITURE,WI,OfficeandCommercialFurniture
1379,KNOLL INC,PA,OfficeandCommercialFurniture
1380,SEMINARS NAT'L/PADGETT,KS,"EducationalServices,NotElsewhereClassified"
1381,IUOE JOINT APPRENTICES,DC,"EducationalServices,NotElsewhereClassified"
1382,GRAYBAR ELECTRIC,MO,ElectricalPartsAndEquipment
1383,ARBO,NC,CharitableAndSocialServiceOrganizations
1384,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
1385,THE PAPER PEOPLE CO IN,MD,SpecialtyRetailStores-Miscellaneous
1386,STAPLES       00115170,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
1387,STAPLES       00115170,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
1388,LEARNING TREE INTERNAT,VA,"EducationalServices,NotElsewhereClassified"
1389,BEST BUY MHT  00002733,VA,ElectronicSales
1390,MID-ATLANTIC SHREDDING,MD,BusinessServicesNotElsewhereClassified
1391,WASHINGTON PHOTO COPY,VA,"Office,Photographic,Photocopy,andMicrofilmEquip"
1392,NATIONAL FORUM FOR BLA,DC,SpecialtyRetailStores-Miscellaneous
1393,RIMS,NY,"MembershipOrganizations,NotElsewhereClassified"
1394,EMERGENCY FILM GROUP,MA,ProfessionalServicesNotElsewhereDefined
1395,TARGET        00022590,DC,DiscountStores
1396,PUBLIC HEALTH INSTITUT,NY,CharitableAndSocialServiceOrganizations
1397,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
1398,GALLIHER & HUGUELY ASS,DC,Lumber&BuildingMaterialsStores
1399,GALLIHER & HUGUELY ASS,DC,Lumber&BuildingMaterialsStores
1400,THE HOME DEPOT #2583,DC,HomeSupplyWarehouseStores
1401,LEARNING SERVICES,OR,DirectMarketing-NotElsewhereClassified
1402,LEARNING SERVICES,OR,DirectMarketing-NotElsewhereClassified
1403,LOWES #01136*,MD,HomeSupplyWarehouseStores
1404,ACANDYSTORE.COM,CA,"Convenience,Deli,SpecialtyFoodStores"
1405,GIANT FOOD INC #162,MD,"GroceryStores,Supermarkets"
1406,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
1407,SAFEWARE INC,MD,SpecialtyRetailStores-Miscellaneous
1408,W.S. JENKS & SON,DC,AirConditioning&RefrigerationRepairShops
1409,SOUTHWES  5268770005252,TX,Southwest
1410,1800GOFEDEX   10010007,TN,"FreightCarriers,Trucking-Local/LongDistance"
1411,SAFEWAY  STORE00042705,DC,"GroceryStores,Supermarkets"
1412,SAFEWAY  STORE00042705,DC,"GroceryStores,Supermarkets"
1413,SAFEWAY  STORE00042705,DC,"GroceryStores,Supermarkets"
1414,FRAGERS HARDWARE,DC,HardwareStores
1415,EXPRESS SUPPLY,DC,"Paints,VarnishesAndSupplies"
1416,STAPLES DIRECT00209908,CA,"Stationery,OfficeSupplies,Printing/WritingPaper"
1417,SAFEWAY  STORE00042705,DC,"GroceryStores,Supermarkets"
1418,BEST KITCHEN SUPPLY,DC,"CommercialEquipment,NotElsewhereClassified"
1419,BEST KITCHEN SUPPLY,DC,"CommercialEquipment,NotElsewhereClassified"
1420,CONTINEN  00575286676285,TN,Continental
1421,CONTINEN  00575287378610,TN,Continental
1422,RENAISSANCE HOTELS 967,GA,StoufferHotels
1423,RENAISSANCE HOTELS 967,GA,StoufferHotels
1424,CTX AP270301WLPQ4K09,IL,TravelAgenciesandTourOperators
1425,AM SOCIETY OF NOTARIES,FL,ProfessionalServicesNotElsewhereDefined
1426,NTL REGISTRY OF EMTS,OH,DirectMarketing-CatalogMerchants
1427,SOUTHWES  5268770055487,TX,Southwest
1428,NCDA,SC,"Civic,Social&FraternalAssociations"
1429,METRO CNTR TKT OFFICE,DC,Local/SuburbanCommuterTransportation
1430,ENTERPRISE RENT-A-CAR,MD,EnterpriseRent-A-Car
1431,SHERATON HOTELS DOVER,DE,SheratonHotels
1432,PUBLIC RISK MGMT ASSOC,VA,"MembershipOrganizations,NotElsewhereClassified"
1433,UPS*1Z8T12680392821056,GA,"FreightCarriers,Trucking-Local/LongDistance"
1434,UPS*ADJ00079286200491,GA,"FreightCarriers,Trucking-Local/LongDistance"
1435,BRANCH SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
1436,INTERNATIONAL TRANSACTION,,Unknown
1437,WWW.NCHSOFTWARE.COM,,ComputerSoftwareStores
1438,THE HOME DEPOT #2583,DC,HomeSupplyWarehouseStores
1439,WW GRAINGER 896,MD,"IndustrialSupplies,NotElsewhereClassified"
1440,"MOTOROLA, INC. - ONLIN",IL,TelecommunicationsEquipmentIncl.TelephoneSales
1441,HENRY SCHEIN,NY,"Lab,Medical,Dental,Opthalmic,HospEquip&Supplies"
1442,MOORE MEDICAL LLC HOUS,CT,"MedicalServices,NotElsewhereClassified"
1443,QUAKE KARE 805-2419898,CA,SpecialtyRetailStores-Miscellaneous
1444,CATERING & CON11540283,DC,BusinessServicesNotElsewhereClassified
1445,SHEPARD EXPOSITION SER,GA,BusinessServicesNotElsewhereClassified
1446,SAFEWAY  STORE00042051,DC,"GroceryStores,Supermarkets"
1447,ADDISON AUTO PARTS,DC,"AutomotiveParts,AccessoriesStores"
1448,"NEAL R. GROSS & CO., I",DC,BusinessServicesNotElsewhereClassified
1449,XEROX DIRECT,TX,"Stationery,OfficeSupplies,Printing/WritingPaper"
1450,SAMS,MD,WholesaleClubs
1451,LASER ART INC,DC,"Stationery,Office&SchoolSupplyStores"
1452,JARBOE PRINTING CO INC,DC,MiscellaneousPublishingAndPrinting
1453,PREMIER OFFICE & MEDIC,DC,"Stationery,Office&SchoolSupplyStores"
1454,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
1455,LIFE INFINITE LLC,DC,BusinessServicesNotElsewhereClassified
1456,"V.H.BLACKINTON & CO,",MA,BusinessServicesNotElsewhereClassified
1457,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
1458,EMANUEL TIRE COMPANY,MD,AutomotiveTireStores
1459,D M S ENTERPRISES,MD,WeldingRepair
1460,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
1461,ABSTRACT INC,DC,"Stationery,Office&SchoolSupplyStores"
1462,AMAZON.COM,WA,BookStores
1463,PC MALL GOV 37,CA,ComputerSoftwareStores
1464,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
1465,STAPLES       00102186,DC,"Stationery,OfficeSupplies,Printing/WritingPaper"
1466,STAPLES       00115592,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
1467,NEXT DAY GOURMET,VA,"CommercialEquipment,NotElsewhereClassified"
1468,KATOM RESTAURANT SUPPL,TN,"CommercialEquipment,NotElsewhereClassified"
1469,KATOM RESTAURANT SUPPL,TN,"CommercialEquipment,NotElsewhereClassified"
1470,ATLANTIC INFORMATION S,DC,MiscellaneousPublishingAndPrinting
1471,BRANCH SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
1472,WW GRAINGER 897,VA,"IndustrialSupplies,NotElsewhereClassified"
1473,ULINE  *SHIP SUPPLIES,IL,DirectMarketing-CatalogMerchants
1474,JOHNSON TRUCK CENTER,MD,"AutomotiveParts,AccessoriesStores"
1475,SAFEWAY  STORE00042705,DC,"GroceryStores,Supermarkets"
1476,BLINKWAVE COM,CA,DirectMarketing-NotElsewhereClassified
1477,SANDIA MARKETING LLC,NM,GeneralMerchandise
1478,STAPLES       00102186,DC,"Stationery,OfficeSupplies,Printing/WritingPaper"
1479,CABLE WHOLESALE COM,CA,"Computers,ComputerPeripheralEquipment,Software"
1480,ICSC,NY,SpecialtyRetailStores-Miscellaneous
1481,ICSC,NY,SpecialtyRetailStores-Miscellaneous
1482,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
1483,MUNICIPAL EMERGENCY SE,CT,GeneralMerchandise
1484,CRISWELL CHEVROLET,MD,Automobile&TruckDealer-New&Used
1485,NATIONAL SENIOR GAMES,LA,Sports-PromotersandProfessional
1486,NASPO INC,KY,"MembershipOrganizations,NotElsewhereClassified"
1487,METROPOLITAN OFFICE PR,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
1488,MANAGEMENT CONCEPTS IN,VA,BusinessServicesNotElsewhereClassified
1489,THE WASHINGTON TIMES -,DC,NewsDealers&Newsstands
1490,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
1491,1ST RUN COMPUTER SERVI,NY,BusinessServicesNotElsewhereClassified
1492,CAPITOL OFFICE SOLUTIO,MD,"Office,Photographic,Photocopy,andMicrofilmEquip"
1493,OFFICE DEPOT #1220,MD,DirectMarketing-Comb.Catalog&RetailMerchants
1494,MAC UPGRADES,MD,ElectronicSales
1495,CONFIGURATION INC,DC,DirectMarketing-NotElsewhereClassified
1496,STAPLES       00105841,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
1497,MVS INC-CREDIT MVS,DC,"Computers,ComputerPeripheralEquipment,Software"
1498,STAPLES       00117200,DC,"Stationery,OfficeSupplies,Printing/WritingPaper"
1499,CONFIGURATION INC,DC,DirectMarketing-NotElsewhereClassified
1500,TRINITY II CORPORATION,MD,"Cleaning&Maintenance,JanitorialServices"
1501,S AND H TRUCKING CO.,DC,"FreightCarriers,Trucking-Local/LongDistance"
1502,THE W.I.N.N GROUP INC,DC,"ComputerMaint&RepairService,NotElsewhereClass."
1503,THE W.I.N.N GROUP INC,DC,"ComputerMaint&RepairService,NotElsewhereClass."
1504,NATIONAL ACADEMY OF EM,UT,"EducationalServices,NotElsewhereClassified"
1505,NATIONAL ACADEMY OF EM,UT,"EducationalServices,NotElsewhereClassified"
1506,NATIONAL ACADEMY OF EM,UT,"EducationalServices,NotElsewhereClassified"
1507,SOUTHWES  5268770005554,TX,Southwest
1508,FEDEX KINKO'S #0671,DC,"Quick-Copy,ReproductionandBlueprintingServices"
1509,STAPLES       00102186,DC,"Stationery,OfficeSupplies,Printing/WritingPaper"
1510,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
1511,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
1512,WOMEN IN HOUSING & FIN,VA,BusinessServicesNotElsewhereClassified
1513,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
1514,COMPUTER DATA SUPPLIES,DC,"Computers,ComputerPeripheralEquipment,Software"
1515,COMPUTER DATA SUPPLIES,DC,"Computers,ComputerPeripheralEquipment,Software"
1516,DMI* DELL K-12/GOVT,TX,"Computers,ComputerPeripheralEquipment,Software"
1517,GRAYBAR ELECTRIC,MO,ElectricalPartsAndEquipment
1518,AMTRAK .CO0228259189923,DC,PassengerRailways
1519,MBS DIRECT TEXTBOOKS,MO,"Books,PeriodicalsAndNewspapers"
1520,AMTRAK .CO0228111261225,DC,PassengerRailways
1521,UVA-SCPS NORTHERN VA,VA,"College,Universities,ProfessionalSchools"
1522,MVS INC-CREDIT MVS,DC,"Computers,ComputerPeripheralEquipment,Software"
1523,K & B OFFICE SYSTE,VA,OfficeandCommercialFurniture
1524,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
1525,XEROX SUPPLY TEXAS,TX,"Office,Photographic,Photocopy,andMicrofilmEquip"
1526,USDA GRADUATE SCHOOL R,DC,"EducationalServices,NotElsewhereClassified"
1527,THE HOME DEPOT #2583,DC,HomeSupplyWarehouseStores
1528,INFORMATION FORECAST I,CA,BusinessServicesNotElsewhereClassified
1529,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
1530,AMERICAN PWR CNVRSN CO,RI,DirectMarketing-NotElsewhereClassified
1531,WASHINGTON PHOTO COPY,VA,"Office,Photographic,Photocopy,andMicrofilmEquip"
1532,WASHINGTON PHOTO COPY,VA,"Office,Photographic,Photocopy,andMicrofilmEquip"
1533,A & A ATHLETIC,DC,SportingGoodsStores
1534,A & A ATHLETIC,DC,SportingGoodsStores
1535,THE HOME DEPOT #2583,DC,HomeSupplyWarehouseStores
1536,ZONAR SYSTEMS,WA,"Management,Consulting&PublicRelationsServices"
1537,MICROSOFT TECHNET,WA,ElectronicCommerce/InformationServices
1538,MICROSOFT TECHNET,WA,ElectronicCommerce/InformationServices
1539,CTX AP270301KD106Q09,IL,TravelAgenciesandTourOperators
1540,DELTA     00675288227622,TN,Delta
1541,JIMMIE MUSCATELLOS,DC,UniformsandCommercialClothing
1542,VERIZON WRLS 28958-01,DC,TelecommunicationsEquipmentIncl.TelephoneSales
1543,"TEKTITE INDUSTRIES, IN",NJ,SpecialtyRetailStores-Miscellaneous
1544,"TEKTITE INDUSTRIES, IN",NJ,SpecialtyRetailStores-Miscellaneous
1545,FEDEX,TN,"CourierServices-AirOrGround,FreightForwarders"
1546,HASLER INC,CT,BusinessServicesNotElsewhereClassified
1547,THOMAS BUS GULF COAST,TX,"Automotive,Aircraft&FarmEquipDealersnotclass."
1548,USPS 1050050113    QQQ,DC,PostageServices-GovernmentOnly
1549,USPS CHANGE OF66100Q01,TN,PostageServices-GovernmentOnly
1550,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
1551,HMA LAB SUPPLY INC,VA,"IndustrialSupplies,NotElsewhereClassified"
1552,WASH METRO    00034306,MD,Local/SuburbanCommuterTransportation
1553,DISNEY RSRVTNS/TKTS,FL,DISNEYLANDHOTELS
1554,RJH AIR CONDITIONING A,MD,ElectricalContractors
1555,LASER ART INC,DC,"Stationery,Office&SchoolSupplyStores"
1556,USAIRWAY  03723359884580,DC,U.S.Air
1557,LASER ART INC,DC,"Stationery,Office&SchoolSupplyStores"
1558,EXPEDIA*SERVICE FEES,NV,TravelAgenciesandTourOperators
1559,USAIRWAY  03774005865291,GA,U.S.Air
1560,SAMS INTERNET,AR,WholesaleClubs
1561,SAMS INTERNET,AR,WholesaleClubs
1562,APHL,MD,"Non-DurableGoods,NotElsewhereClassified"
1563,DOUGLAS C MCNEIL MOTOR,VA,ComputerSoftwareStores
1564,"FORESTRY SUPPLIERS, IN",MS,SpecialtyRetailStores-Miscellaneous
1565,WW GRAINGER 912,DC,"IndustrialSupplies,NotElsewhereClassified"
1566,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
1567,THE HOME DEPOT #2583,DC,HomeSupplyWarehouseStores
1568,THE HOME DEPOT 2552,MD,HomeSupplyWarehouseStores
1569,NOBLE NATIONAL OFFICE,VA,CharitableAndSocialServiceOrganizations
1570,WW GRAINGER 912,DC,"IndustrialSupplies,NotElsewhereClassified"
1571,CAPITOL HILL FLOOR CO.,DC,ElectricalContractors
1572,BLAYDES LOCK CO INC,DC,BusinessServicesNotElsewhereClassified
1573,LASERSHIP INC.,VA,"CourierServices-AirOrGround,FreightForwarders"
1574,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
1575,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
1576,HILL MANUFACTURING CO,GA,"SpecialtyCleaning,Polishing,andSanitationPrep"
1577,WW GRAINGER 231,MI,"IndustrialSupplies,NotElsewhereClassified"
1578,PEAPOD *GROCERIES,IL,GeneralMerchandise
1579,MARINE EMERGENCY RESPO,VA,AmbulanceServices
1580,CTX AP270301VT5WVC09,IL,TravelAgenciesandTourOperators
1581,LASER ART INC,DC,"Stationery,Office&SchoolSupplyStores"
1582,DUPONT COMPUTER INC,DC,ComputerSoftwareStores
1583,SUNOCO SVC STATION,MD,AutomatedFuelDispensers
1584,COMCAST CABLEVISION DI,DC,CableandOtherPayTelevision
1585,1800GOFEDEX   10010007,TN,"FreightCarriers,Trucking-Local/LongDistance"
1586,BRANCH SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
1587,TONER EXPRESS USA INC,MD,GeneralMerchandise
1588,STAPLES       00102186,DC,"Stationery,OfficeSupplies,Printing/WritingPaper"
1589,DEER PARK WATER,MA,SpecialtyRetailStores-Miscellaneous
1590,WMATA METRO CENTER BUL,DC,Local/SuburbanCommuterTransportation
1591,USGOVT PRINT OFC 32,DC,"GovernmentServices,NotElsewhereClassified"
1592,MVS INC-CREDIT MVS,DC,"Computers,ComputerPeripheralEquipment,Software"
1593,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
1594,OFFICE DEPOT #1220,MD,DirectMarketing-Comb.Catalog&RetailMerchants
1595,OFFICE DEPOT #1220,MD,DirectMarketing-Comb.Catalog&RetailMerchants
1596,ULINE  *SHIP SUPPLIES,IL,DirectMarketing-CatalogMerchants
1597,HP PRODUCT SVC&RPR,CA,BusinessServicesNotElsewhereClassified
1598,GELBERG SIGNS,DC,"DurableGoods,NotElsewhereClassified"
1599,STAPLES       00101725,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
1600,METROPOLITAN OFFICE PR,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
1601,GOVERNMENT FINANCE OFF,IL,DirectMarketing-NotElsewhereClassified
1602,HAINES / CRISS CROSS,OH,DirectMarketing-NotElsewhereClassified
1603,LAWSON PRODUCTS,IL,HardwareEquipmentAndSupplies
1604,MYCO INC,MD,DirectMarketing-NotElsewhereClassified
1605,"BAUDVILLE, INC",MI,SpecialtyRetailStores-Miscellaneous
1606,WESTERN PEST SVCS #541,MD,Disinfecting&ExterminatingServices
1607,THE HOME DEPOT #2583,DC,HomeSupplyWarehouseStores
1608,LONG FENCE CO INC CAPI,MD,"SpecialTradeContractors,NotElsewhereClassified"
1609,DURON #3373,DC,"Glass,Paint,WallpaperStores"
1610,RED WING SHOE STORE #1,MD,ShoeStores
1611,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
1612,AT&T W127 6601,DC,TelecommunicationsEquipmentIncl.TelephoneSales
1613,WASHINGTON PHOTO COPY,VA,"Office,Photographic,Photocopy,andMicrofilmEquip"
1614,GRAYBAR ELECTRIC,MO,ElectricalPartsAndEquipment
1615,WW GRAINGER 897,VA,"IndustrialSupplies,NotElsewhereClassified"
1616,WW GRAINGER 897,VA,"IndustrialSupplies,NotElsewhereClassified"
1617,"PRICE MODERN, LLC",MD,"Stationery,Office&SchoolSupplyStores"
1618,INTERIOR CONCEPTS,MI,OfficeandCommercialFurniture
1619,CHAMPION TROPHIES INC,DC,SpecialtyRetailStores-Miscellaneous
1620,LASER ART INC,DC,"Stationery,Office&SchoolSupplyStores"
1621,APTA - INTERNET,VA,CharitableAndSocialServiceOrganizations
1622,APTA - INTERNET,VA,CharitableAndSocialServiceOrganizations
1623,WW GRAINGER 897,VA,"IndustrialSupplies,NotElsewhereClassified"
1624,NATIONAL FORUM FOR BLA,DC,SpecialtyRetailStores-Miscellaneous
1625,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
1626,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
1627,DOCUMENT MANAGERS,DC,"Office,Photographic,Photocopy,andMicrofilmEquip"
1628,MEDTRONIC EMERGENCY RE,WA,"Lab,Medical,Dental,Opthalmic,HospEquip&Supplies"
1629,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
1630,DISTRICT SUPPLY INC,DC,"Lab,Medical,Dental,Opthalmic,HospEquip&Supplies"
1631,DISTRICT SUPPLY INC,DC,"Lab,Medical,Dental,Opthalmic,HospEquip&Supplies"
1632,WP-OFFICE CHAIRS DISCO,QC,BusinessServicesNotElsewhereClassified
1633,B I G INC,DC,ElectricalContractors
1634,FOTOCONNECTION.COM,NY,ElectronicSales
1635,FOTOCONNECTION.COM,NY,ElectronicSales
1636,1800GOFEDEX   10010007,TN,"FreightCarriers,Trucking-Local/LongDistance"
1637,WASH METRO    00025387,DC,Local/SuburbanCommuterTransportation
1638,SMARTDRAW.COM,CA,ElectronicCommerce/InformationServices
1639,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
1640,GRAYBAR ELECTRIC,MO,ElectricalPartsAndEquipment
1641,CASTELLANOS ANIMAL,MD,VeterinaryServices
1642,AMTRAK .CO0268107168364,DC,PassengerRailways
1643,RAGAN COMMUNICATIONS I,IL,DirectMarketing-NotElsewhereClassified
1644,ASSOC FOR FINANCIAL PR,MD,"MembershipOrganizations,NotElsewhereClassified"
1645,AUTOMATED SIGNITURE TE,VA,DirectMarketing-NotElsewhereClassified
1646,ACADEMIC SOFTWARE,NJ,ComputerSoftwareStores
1647,SHRM ORG,VA,"MembershipOrganizations,NotElsewhereClassified"
1648,MID ATLANTIC QAW,MD,"EducationalServices,NotElsewhereClassified"
1649,AGNT FEE  89081416516050,DC,"Airlines,AirCarriers(notlistedelsewhere)"
1650,AMTRAK   555473990156830,DC,PassengerRailways
1651,DUPONT COMPUTER INC,DC,ComputerSoftwareStores
1652,HUBERT COMPANY,OH,"CommercialEquipment,NotElsewhereClassified"
1653,PEAPOD *GROCERIES,IL,GeneralMerchandise
1654,IT S ALL DIRECT 2U,TN,SpecialtyRetailStores-Miscellaneous
1655,LS AND S,NY,SpecialtyRetailStores-Miscellaneous
1656,CDW GOVERNMENT,IL,DirectMarketing-CatalogMerchants
1657,FILM LIFE INC,NY,TouristAttractionsAndExhibits
1658,MVS INC-CREDIT MVS,DC,"Computers,ComputerPeripheralEquipment,Software"
1659,CUSTOM CABLES INC,MD,ElectronicSales
1660,RADIOSHACK COR00121319,MD,ElectronicSales
1661,WYNDHAM HOTELS ORLANDO,FL,WyndhamHotel&Resorts
1662,THRIFTY CAR RENTAL-MCO,FL,ThriftyCarRental
1663,IN FOCUS CORPORATION,OR,"Office,Photographic,Photocopy,andMicrofilmEquip"
1664,CBS*CANONBUS SOLUTIONS,NJ,ElectricalandSmallApplianceRepairShops
1665,FEDEX KINKO'S #0917,MD,"Quick-Copy,ReproductionandBlueprintingServices"
1666,ORBITZ COM,IL,TravelAgenciesandTourOperators
1667,ORB AP800101AELQ8231,IL,TravelAgenciesandTourOperators
1668,ORB BL5RX3,IL,TravelAgenciesandTourOperators
1669,ORB 2S8LMT,IL,TravelAgenciesandTourOperators
1670,EXPEDIA*SERVICE FEES,NV,TravelAgenciesandTourOperators
1671,STAPLES       00117465,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
1672,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
1673,TIGEREYE PROMOTIONS LL,OH,AdvertisingServices
1674,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
1675,A PLUS WAREHOUSE EQUIP,MA,HardwareEquipmentAndSupplies
1676,SURVEYMONKEY COM,OR,BusinessServicesNotElsewhereClassified
1677,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
1678,"CONSTANT CURRENT, INC.",MD,"Computers,ComputerPeripheralEquipment,Software"
1679,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
1680,XEROX SUPPLY TEXAS,TX,"Office,Photographic,Photocopy,andMicrofilmEquip"
1681,XEROX SUPPLY TEXAS,TX,"Office,Photographic,Photocopy,andMicrofilmEquip"
1682,STAPLES       00115329,DC,"Stationery,OfficeSupplies,Printing/WritingPaper"
1683,STAPLES       00115329,DC,"Stationery,OfficeSupplies,Printing/WritingPaper"
1684,FRAGERS HARDWARE,DC,HardwareStores
1685,FRAGERS HARDWARE,DC,HardwareStores
1686,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
1687,MANAGEMENT CONCEPTS IN,VA,BusinessServicesNotElsewhereClassified
1688,TONER EXPRESS USA INC,MD,GeneralMerchandise
1689,PMI BWI DAILY A GARAGE,MD,AutomobileParkingLots
1690,NOBLE NATIONAL OFFICE,VA,CharitableAndSocialServiceOrganizations
1691,AMERICAN ASSC OF NOTOR,TX,DirectMarketing-NotElsewhereClassified
1692,METROPOLITAN OFFICE PR,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
1693,FRONTIER  42221622173941,OK,SunbirdAirlines
1694,USAIRWAY  03723371830522,AZ,U.S.Air
1695,USAIRWAY  03723371830603,AZ,U.S.Air
1696,USAIRWAY  03723371919735,AZ,U.S.Air
1697,TRUE VALUE HDW ON 17TH,DC,HardwareStores
1698,"RFID JOURNAL, INC.",NY,BusinessServicesNotElsewhereClassified
1699,CHESAPEAKE LOCK & SAFE,MD,BusinessServicesNotElsewhereClassified
1700,APPERSON PRINT RSRCS -,CA,MiscellaneousPublishingAndPrinting
1701,AWL*PRENTICE HALL,NJ,DirectMarketing-NotElsewhereClassified
1702,CHESAPEAKE LOCK & SAFE,MD,BusinessServicesNotElsewhereClassified
1703,J E S ELECTRIC SERVICE,DC,ElectricalContractors
1704,BARRISTERBOOKS.COM,KS,BookStores
1705,SIGNS BY TOMORROW,MD,AdvertisingServices
1706,HUMAN RESOURCE CERT IN,VA,"Management,Consulting&PublicRelationsServices"
1707,EXPEDIA*TRAVEL,NV,TravelAgenciesandTourOperators
1708,HUBERT COMPANY,OH,"CommercialEquipment,NotElsewhereClassified"
1709,WMATA METRO CENTER BUL,DC,Local/SuburbanCommuterTransportation
1710,ASSOC SUPERV AND CURR,VA,DirectMarketing-CatalogMerchants
1711,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
1712,WW GRAINGER,DC,"IndustrialSupplies,NotElsewhereClassified"
1713,OFFICE DEPOT #1220,MD,DirectMarketing-Comb.Catalog&RetailMerchants
1714,FLASH GLASS/UNITED,DC,"GenlContractors-Residential,andCommercial"
1715,FLASH GLASS/UNITED,DC,"GenlContractors-Residential,andCommercial"
1716,FLASH GLASS/UNITED,DC,"GenlContractors-Residential,andCommercial"
1717,FLASH GLASS/UNITED,DC,"GenlContractors-Residential,andCommercial"
1718,USPS 1050050101    QQQ,DC,PostageServices-GovernmentOnly
1719,0776 EXTRA SPACE STORA,DC,"Warehousing,Public"
1720,0776 EXTRA SPACE STORA,DC,"Warehousing,Public"
1721,ESI INTERNATIONAL,FL,"EducationalServices,NotElsewhereClassified"
1722,NCCEP,DC,SpecialtyRetailStores-Miscellaneous
1723,SYNAPSE,CA,BusinessServicesNotElsewhereClassified
